iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5
1,203.34013425516895,203.34013425516895,0,0.1142745657461917,72,39,0.5903948646972071,0.4812893194050143,681
2,201.35404106974175,201.35404106974175,1,0.09314157013991158,90,62,0.4450973669431999,0.8125525342743981,576
3,270.2086709669866,201.35404106974175,1,0.09314157013991158,90,62,0.4450973669431999,0.8125525342743981,576
4,202.4146442143023,201.35404106974175,1,0.09314157013991158,90,62,0.4450973669431999,0.8125525342743981,576
5,193.56557785858968,193.56557785858968,4,0.032472140915097314,65,11,0.9502020253446255,0.5696634895750645,473
6,280.0462796396341,193.56557785858968,4,0.032472140915097314,65,11,0.9502020253446255,0.5696634895750645,473
7,205.37303572228706,193.56557785858968,4,0.032472140915097314,65,11,0.9502020253446255,0.5696634895750645,473
8,222.81270273293057,193.56557785858968,4,0.032472140915097314,65,11,0.9502020253446255,0.5696634895750645,473
9,196.50019928527556,193.56557785858968,4,0.032472140915097314,65,11,0.9502020253446255,0.5696634895750645,473
10,197.5089091855252,193.56557785858968,4,0.032472140915097314,65,11,0.9502020253446255,0.5696634895750645,473
11,192.88584195746816,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
12,196.241873833318,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
13,198.97858016719184,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
14,277.5234427505581,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
15,195.70529505291083,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
16,196.74888440101492,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
17,196.81296526586914,192.88584195746816,10,0.0138635496087368,45,3,0.9366763195250472,0.719542704235315,399
18,186.48950536649,186.48950536649,17,0.010015229983164536,51,22,0.9189578792176857,0.5955922450408271,442
19,211.88008538508643,186.48950536649,17,0.010015229983164536,51,22,0.9189578792176857,0.5955922450408271,442
20,200.67427824137621,186.48950536649,17,0.010015229983164536,51,22,0.9189578792176857,0.5955922450408271,442
21,230.13746392901948,186.48950536649,17,0.010015229983164536,51,22,0.9189578792176857,0.5955922450408271,442
